date,ticker,price
1990-03-26,TLT,96.83168883597534
1990-03-27,TLT,96.72972524455274
1990-03-28,TLT,96.72972524455274
1990-03-29,TLT,95.81130352140505
1990-03-30,TLT,95.97579238251699
1990-04-02,TLT,95.97579238251699
1990-04-03,TLT,96.0785324610433
1990-04-04,TLT,96.79785747344451
1990-04-05,TLT,96.79785747344451
1990-04-06,TLT,96.79785747344451
1990-04-09,TLT,96.4895920932665
1990-04-10,TLT,96.38685201474017
1990-04-11,TLT,96.28395844457707
1990-04-12,TLT,95.97579238251697
1990-04-16,TLT,95.66746379990026
1990-04-17,TLT,94.84540773789254
1990-04-18,TLT,93.92071091547642
1990-04-19,TLT,93.81779025855388
1990-04-20,TLT,93.40682994444859
1990-04-23,TLT,92.99585157250368
1990-04-24,TLT,92.89309343613775
1990-04-25,TLT,92.99585157250368
1990-04-26,TLT,92.48190739903718
1990-04-27,TLT,92.37934789890708
1990-04-30,TLT,93.3625792084562
1990-05-01,TLT,93.25908070066578
1990-05-02,TLT,93.15548287475744
1990-05-03,TLT,93.56957622403704
1990-05-04,TLT,94.91521934586913
1990-05-07,TLT,94.60463353329975
1990-05-08,TLT,94.91521934586912
1990-05-09,TLT,94.29414703884828
1990-05-10,TLT,94.91521934586912
1990-05-11,TLT,96.15722852611363
1990-05-14,TLT,96.8818173987645
1990-05-15,TLT,96.46775113624433
1990-05-16,TLT,96.26069994714462
1990-05-17,TLT,96.36421651277466
1990-05-18,TLT,95.63977210284077
1990-05-21,TLT,95.74321643711232
1990-05-22,TLT,96.46775113624433
1990-05-23,TLT,96.77824665961559
1990-05-24,TLT,96.67473912290536
1990-05-25,TLT,95.95028568405164
1990-05-29,TLT,96.2606999471446
1990-05-30,TLT,96.57136701999227
1990-05-31,TLT,97.5614422507579
1990-06-01,TLT,98.70794351724447
1990-06-04,TLT,99.12497126546258
1990-06-05,TLT,98.8121914253792
1990-06-06,TLT,98.8121914253792
1990-06-07,TLT,98.91648447811295
1990-06-08,TLT,98.91648447811295
1990-06-11,TLT,98.8121914253792
1990-06-12,TLT,98.8121914253792
1990-06-13,TLT,99.43775110554594
1990-06-14,TLT,99.75038648291236
1990-06-15,TLT,99.02068724164862
1990-06-18,TLT,98.60371366694939
1990-06-19,TLT,98.49955604801278
1990-06-20,TLT,97.9783887386977
1990-06-21,TLT,98.29097897146507
1990-06-22,TLT,98.39531716879789
1990-06-25,TLT,97.66573530349169
1990-06-26,TLT,97.97838873869772
1990-06-27,TLT,98.29097897146508
1990-06-28,TLT,98.7079435172445
1990-06-29,TLT,99.79938643072524
1990-07-02,TLT,99.79938643072524
1990-07-03,TLT,99.9043566524448
1990-07-05,TLT,99.69447038252453
1990-07-06,TLT,98.74996411004363
1990-07-09,TLT,98.43513470516324
1990-07-10,TLT,98.225293579842
1990-07-11,TLT,98.43513470516322
1990-07-12,TLT,98.85491627392358
1990-07-13,TLT,99.27474298728299
1990-07-16,TLT,99.27474298728299
1990-07-17,TLT,99.27474298728299
1990-07-18,TLT,98.54008686904315
1990-07-19,TLT,98.43513470516321
1990-07-20,TLT,98.64506611968254
1990-07-23,TLT,98.64506611968254
1990-07-24,TLT,98.22529357984199
1990-07-25,TLT,98.54008686904318
1990-07-26,TLT,98.64506611968257
1990-07-27,TLT,99.16968247636535
1990-07-30,TLT,100.11427903804433
1990-07-31,TLT,100.49462228507142
1990-08-01,TLT,101.12873235229895
1990-08-02,TLT,99.96631310018606
1990-08-03,TLT,99.22653758441353
1990-08-06,TLT,96.90178034046603
1990-08-07,TLT,96.5847569080716
1990-08-08,TLT,96.4790914595266
1990-08-09,TLT,97.21882183070007
1990-08-10,TLT,97.00740064441196
1990-08-13,TLT,96.79614197868045
1990-08-14,TLT,96.90178034046602
1990-08-15,TLT,97.21882183070008
1990-08-16,TLT,96.05637549182774
1990-08-17,TLT,95.8450897393368
1990-08-20,TLT,95.95081839032046
1990-08-21,TLT,95.84508973933679
1990-08-22,TLT,95.10530519464444
1990-08-23,TLT,94.36572831510775
1990-08-24,TLT,94.04865070919445
1990-08-27,TLT,95.2110248167083
1990-08-28,TLT,94.89400138431388
1990-08-29,TLT,95.7394513775512
1990-08-30,TLT,95.52801213342347
1990-08-31,TLT,96.23063364417483
1990-09-04,TLT,95.9112536637098
1990-09-05,TLT,96.23063364417483
1990-09-06,TLT,96.44352654439207
1990-09-07,TLT,96.76280720673918
1990-09-10,TLT,96.33704849306412
1990-09-11,TLT,96.54996848004079
1990-09-12,TLT,96.54996848004079
1990-09-13,TLT,96.44352654439207
1990-09-14,TLT,96.017767830717
1990-09-17,TLT,95.69828853213406
1990-09-18,TLT,95.80477561238183
1990-09-19,TLT,96.01776783071699
1990-09-20,TLT,95.80477561238182
1990-09-21,TLT,95.05972720743982
1990-09-24,TLT,94.63386917564684
1990-09-25,TLT,94.95323109827223
1990-09-26,TLT,95.05972720743982
1990-09-27,TLT,95.91125366370977
1990-09-28,TLT,97.34789926831422
1990-10-01,TLT,98.41990291744244
1990-10-02,TLT,98.41990291744244
1990-10-03,TLT,98.31284701524659
1990-10-04,TLT,98.74159430137901
1990-10-05,TLT,98.95604920472351
1990-10-08,TLT,98.63443908106522
1990-10-09,TLT,97.13348950956873
1990-10-10,TLT,96.59728904876879
1990-10-11,TLT,96.16859593615523
1990-10-12,TLT,96.91907975082327
1990-10-15,TLT,97.3478992683142
1990-10-16,TLT,97.3478992683142
1990-10-17,TLT,97.66950939197247
1990-10-18,TLT,98.31284701524659
1990-10-19,TLT,99.17048605022842
1990-10-22,TLT,99.06332180099483
1990-10-23,TLT,98.84882175305127
1990-10-24,TLT,98.74159430137901
1990-10-25,TLT,99.17048605022842
1990-10-26,TLT,98.95604920472351
1990-10-29,TLT,98.31284701524658
1990-10-30,TLT,98.31284701524658
1990-10-31,TLT,99.4574702664125
1990-11-01,TLT,100.3213211982241
1990-11-02,TLT,100.3213211982241
1990-11-05,TLT,100.96926357060167
1990-11-06,TLT,100.96926357060167
1990-11-07,TLT,100.3213211982241
1990-11-08,TLT,99.9974177289339
1990-11-09,TLT,101.07735779857576
1990-11-12,TLT,101.83310547349349
1990-11-13,TLT,102.04913140888507
1990-11-14,TLT,102.26520248887572
1990-11-15,TLT,102.04913140888507
1990-11-16,TLT,102.69710989694187
1990-11-19,TLT,102.15719855009972
1990-11-20,TLT,102.69710989694187
1990-11-21,TLT,103.12916176772504
1990-11-23,TLT,102.91314486125327
1990-11-26,TLT,103.2370573594633
1990-11-27,TLT,103.0211758867887
1990-11-28,TLT,102.80506869111883
1990-11-29,TLT,102.58911498708574
1990-11-30,TLT,104.04611177694359
1990-12-03,TLT,104.48089941042937
1990-12-04,TLT,104.48089941042937
1990-12-05,TLT,104.91575927527367
1990-12-06,TLT,104.69824356811333
1990-12-07,TLT,106.43788166372634
1990-12-10,TLT,106.87276861533006
1990-12-11,TLT,107.19889319889371
1990-12-12,TLT,107.52506292705641
1990-12-13,TLT,106.76398818945036
1990-12-14,TLT,106.11178416692213
1990-12-17,TLT,106.32919152704474
1990-12-18,TLT,106.5466350028466
1990-12-19,TLT,106.22043818792449
1990-12-20,TLT,105.78556929416037
1990-12-21,TLT,105.13320275107554
1990-12-24,TLT,104.48089941042937
1990-12-26,TLT,105.02449455655432
1990-12-27,TLT,105.56802650024058
1990-12-28,TLT,104.91575927527367
1990-12-31,TLT,106.19667407098261
1991-01-02,TLT,107.40095139533805
1991-01-03,TLT,107.8389623531963
1991-01-04,TLT,107.07266889993964
1991-01-07,TLT,105.53981112583205
1991-01-08,TLT,104.99233354418848
1991-01-09,TLT,104.22597688849315
1991-01-10,TLT,105.10183628365304
1991-01-11,TLT,105.10183628365304
1991-01-14,TLT,104.77348155689614
1991-01-15,TLT,104.66404201987025
1991-01-16,TLT,104.66404201987025
1991-01-17,TLT,106.63473920235968
1991-01-18,TLT,107.2915389450716
1991-01-21,TLT,106.63473920235971
1991-01-22,TLT,106.41562537639287
1991-01-23,TLT,106.74410650802713
1991-01-24,TLT,106.96304878451757
1991-01-25,TLT,106.30618583936699
1991-01-28,TLT,106.52522743397537
1991-01-29,TLT,106.74410650802714
1991-01-30,TLT,106.41562537639291
1991-01-31,TLT,107.35245706703466
1991-02-01,TLT,108.67516673254751
1991-02-04,TLT,109.00582383385613
1991-02-05,TLT,109.3364989930044
1991-02-06,TLT,109.4466518146953
1991-02-07,TLT,109.00582383385613
1991-02-08,TLT,109.77731794492375
1991-02-11,TLT,109.55698521478246
1991-02-12,TLT,109.66706580511489
1991-02-13,TLT,109.66706580511489
1991-02-14,TLT,109.33649899300437
1991-02-15,TLT,109.55698521478246
1991-02-19,TLT,109.33649899300437
1991-02-20,TLT,108.89554460728783
1991-02-21,TLT,108.6751667325475
1991-02-22,TLT,108.34441031312095
1991-02-25,TLT,108.56489653489902
1991-02-26,TLT,107.68319542862159
1991-02-27,TLT,107.57304260693066
1991-02-28,TLT,107.89447215219272
1991-03-01,TLT,107.00738078078828
1991-03-04,TLT,106.89653273227194
1991-03-05,TLT,107.11822882930464
1991-03-06,TLT,107.00738078078828
1991-03-07,TLT,107.4509264664905
1991-03-08,TLT,106.7856214813169
1991-03-11,TLT,107.33999715769586
1991-03-12,TLT,107.11822882930466
1991-03-13,TLT,107.67273993948076
1991-03-14,TLT,107.78362410367637
1991-03-15,TLT,106.7856214813169
1991-03-18,TLT,106.45289675737162
1991-03-19,TLT,105.67676178152128
1991-03-20,TLT,106.12035261182254
1991-03-21,TLT,106.45289675737159
1991-03-22,TLT,106.56390732644456
1991-03-25,TLT,106.67479149064016
1991-03-26,TLT,106.7856214813169
1991-03-27,TLT,107.22921231161817
1991-03-28,TLT,108.20065185189446
1991-04-01,TLT,108.08890091139705
1991-04-02,TLT,108.4239460677337
1991-04-03,TLT,108.31237570563248
1991-04-04,TLT,108.87065187536966
1991-04-05,TLT,108.87065187536966
1991-04-08,TLT,109.0939551201287
1991-04-09,TLT,108.75895510839109
1991-04-10,TLT,107.86562475339746
1991-04-11,TLT,107.7539550731783
1991-04-12,TLT,108.98233961342842
1991-04-15,TLT,109.65220420310646
1991-04-16,TLT,109.54055258072695
1991-04-17,TLT,109.76381068088692
1991-04-18,TLT,109.09395512012871
1991-04-19,TLT,108.3123757056325
1991-04-22,TLT,107.64234859539788
1991-04-23,TLT,107.86562475339747
1991-04-24,TLT,108.53563380579247
1991-04-25,TLT,108.42394606773371
1991-04-26,TLT,108.64726737033237
1991-04-29,TLT,108.42394606773371
1991-04-30,TLT,109.59297448914809
1991-05-01,TLT,109.81774041891646
1991-05-02,TLT,110.26732645197205
1991-05-03,TLT,109.36814535694106
1991-05-06,TLT,109.2557804498965
1991-05-07,TLT,109.14337942717269
1991-05-08,TLT,109.14337942717269
1991-05-09,TLT,109.2557804498965
1991-05-10,TLT,108.1318063383377
1991-05-13,TLT,108.46894620407043
1991-05-14,TLT,107.79448589420875
1991-05-15,TLT,107.79448589420875
1991-05-16,TLT,107.79448589420875
1991-05-17,TLT,108.46894620407043
1991-05-20,TLT,108.3565180945872
1991-05-21,TLT,108.80604092520412
1991-05-22,TLT,108.58132916895462
1991-05-23,TLT,108.24416221646244
1991-05-24,TLT,108.24416221646244
1991-05-28,TLT,108.46894620407043
1991-05-29,TLT,108.46894620407043
1991-05-30,TLT,109.14337942717269
1991-05-31,TLT,109.43764998164407
1991-06-03,TLT,108.53222990302385
1991-06-04,TLT,108.64540741285136
1991-06-05,TLT,108.07955597939296
1991-06-06,TLT,107.85317387297849
1991-06-07,TLT,107.40055412286648
1991-06-10,TLT,107.28728632384083
1991-06-11,TLT,107.28728632384083
1991-06-12,TLT,106.72143489038244
1991-06-13,TLT,106.83464851588921
1991-06-14,TLT,107.40055412286648
1991-06-17,TLT,107.28728632384083
1991-06-18,TLT,106.94778991003749
1991-06-19,TLT,106.94778991003749
1991-06-20,TLT,107.28728632384083
1991-06-21,TLT,106.94778991003749
1991-06-24,TLT,106.94778991003749
1991-06-25,TLT,106.94778991003749
1991-06-26,TLT,106.94778991003749
1991-06-27,TLT,107.17415395861237
1991-06-28,TLT,108.58690904139763
1991-07-01,TLT,108.47306339150411
1991-07-02,TLT,108.35918162593134
1991-07-03,TLT,108.47306339150411
1991-07-05,TLT,107.78946581479396
1991-07-08,TLT,107.67547570218348
1991-07-09,TLT,107.44763091075964
1991-07-10,TLT,107.67547570218348
1991-07-11,TLT,108.24511025304255
1991-07-12,TLT,108.47306339150411
1991-07-15,TLT,108.47306339150411
1991-07-16,TLT,108.35918162593134
1991-07-17,TLT,108.01739186649608
1991-07-18,TLT,108.01739186649608
1991-07-19,TLT,108.24511025304255
1991-07-22,TLT,108.24511025304255
1991-07-23,TLT,108.01739186649608
1991-07-24,TLT,108.81492538229784
1991-07-25,TLT,109.27076845678228
1991-07-26,TLT,109.15682348877083
1991-07-29,TLT,109.15682348877083
1991-07-30,TLT,109.15682348877083
1991-07-31,TLT,110.25815306944433
1991-08-01,TLT,109.91403384869788
1991-08-02,TLT,111.52018839382905
1991-08-05,TLT,111.6349911092225
1991-08-06,TLT,112.32340110019177
1991-08-07,TLT,112.32340110019177
1991-08-08,TLT,111.74986605597444
1991-08-09,TLT,111.52018839382902
1991-08-12,TLT,111.74986605597441
1991-08-13,TLT,112.2086164426379
1991-08-14,TLT,113.24128108815079
1991-08-15,TLT,112.897035462527
1991-08-16,TLT,113.01179303332142
1991-08-19,TLT,112.78231400741186
1991-08-20,TLT,112.89703546252703
1991-08-21,TLT,113.12652351735642
1991-08-22,TLT,113.4706878827019
1991-08-23,TLT,112.4380774107079
1991-08-26,TLT,112.20861644263795
1991-08-27,TLT,112.43807741070788
1991-08-28,TLT,113.35596642758672
1991-08-29,TLT,114.04447573667392
1991-08-30,TLT,114.10216150534467
1991-09-03,TLT,114.21761430296449
1991-09-04,TLT,113.8711746498267
1991-09-05,TLT,113.7556767076078
1991-09-06,TLT,114.44868241876071
1991-09-09,TLT,114.79501372486078
1991-09-10,TLT,114.56413521638056
1991-09-11,TLT,114.44868241876074
1991-09-12,TLT,115.25696937805712
1991-09-13,TLT,115.25696937805712
1991-09-16,TLT,115.48790206005621
1991-09-17,TLT,115.71897920477228
1991-09-18,TLT,115.48790206005621
1991-09-19,TLT,115.60351737823265
1991-09-20,TLT,115.83451326267043
1991-09-23,TLT,115.94995703137046
1991-09-24,TLT,115.83451326267044
1991-09-25,TLT,115.71897920477232
1991-09-26,TLT,115.83451326267044
1991-09-27,TLT,116.64289954008473
1991-09-30,TLT,117.46786291427154
1991-10-01,TLT,117.58392064951867
1991-10-02,TLT,117.46786291427152
1991-10-03,TLT,117.23542240266403
1991-10-04,TLT,117.81640630572521
1991-10-07,TLT,117.81640630572521
1991-10-08,TLT,117.58392064951866
1991-10-09,TLT,116.3059402527482
1991-10-10,TLT,115.60880832524177
1991-10-11,TLT,116.77063166864716
1991-10-14,TLT,116.65451073096133
1991-10-15,TLT,116.77063166864716
1991-10-16,TLT,116.88688804013016
1991-10-17,TLT,115.60880832524178
1991-10-18,TLT,116.07357197249924
1991-10-21,TLT,114.91164028205611
1991-10-22,TLT,114.67919977044862
1991-10-23,TLT,114.79544711301182
1991-10-24,TLT,115.2602378470287
1991-10-25,TLT,115.14408982258344
1991-10-28,TLT,115.37629558227584
1991-10-29,TLT,116.6545107309614
1991-10-30,TLT,116.88688804013022
1991-10-31,TLT,117.37790778619726
1991-11-01,TLT,117.14404070525968
1991-11-04,TLT,116.79333940197122
1991-11-05,TLT,116.09176524591791
1991-11-06,TLT,116.208780046665
1991-11-07,TLT,117.26100133248791
1991-11-08,TLT,117.72851880028763
1991-11-11,TLT,117.72851880028763
1991-11-12,TLT,118.54708067032863
1991-11-13,TLT,117.4948593845057
1991-11-14,TLT,118.19618975972412
1991-11-15,TLT,117.96251228610257
1991-11-18,TLT,117.96251228610257
1991-11-19,TLT,117.26100133248794
1991-11-20,TLT,117.1440407052597
1991-11-21,TLT,116.55958969699121
1991-11-22,TLT,116.20878004666501
1991-11-25,TLT,116.09176524591793
1991-11-26,TLT,116.67636071690342
1991-11-27,TLT,116.32565941361497
1991-11-29,TLT,117.40797408916706
1991-12-02,TLT,117.64329482619418
1991-12-03,TLT,117.99627141727495
1991-12-04,TLT,118.70196276076197
1991-12-05,TLT,118.46680454429143
1991-12-06,TLT,119.1725500612973
1991-12-09,TLT,119.29028717562925
1991-12-10,TLT,119.29028717562925
1991-12-11,TLT,119.05501158320118
1991-12-12,TLT,119.5255627680573
1991-12-13,TLT,119.1725500612973
1991-12-16,TLT,119.29028717562925
1991-12-17,TLT,119.64320056427134
1991-12-18,TLT,119.5255627680573
1991-12-19,TLT,120.58430293398357
1991-12-20,TLT,121.7608795323597
1991-12-23,TLT,122.58423575882018
1991-12-24,TLT,122.4667063096439
1991-12-26,TLT,122.70190064179364
1991-12-27,TLT,122.58423575882018
1991-12-30,TLT,123.40777256367687
1991-12-31,TLT,124.76916212165887
1992-01-02,TLT,123.94052397710911
1992-01-03,TLT,123.70381278643114
1992-01-06,TLT,124.41408179226218
1992-01-07,TLT,125.00590039909625
1992-01-08,TLT,124.88760349173604
1992-01-09,TLT,124.76916212165887
1992-01-10,TLT,123.82210066487156
1992-01-13,TLT,123.23017371099978
1992-01-14,TLT,122.75675132964383
1992-01-15,TLT,122.52016654384322
1992-01-16,TLT,121.57289742190025
1992-01-17,TLT,121.92804998265538
1992-01-20,TLT,122.0465003816524
1992-01-21,TLT,122.40159876888868
1992-01-22,TLT,121.80974404637537
1992-01-23,TLT,120.98107881506618
1992-01-24,TLT,120.86278190770597
1992-01-27,TLT,120.98107881506617
1992-01-28,TLT,121.45460954345984
1992-01-29,TLT,120.50747585531403
1992-01-30,TLT,119.91569336415921
1992-01-31,TLT,120.89233356224649
1992-02-03,TLT,120.29670475125229
1992-02-04,TLT,121.01150627482835
1992-02-05,TLT,121.1305977271319
1992-02-06,TLT,121.01150627482835
1992-02-07,TLT,120.8923335622465
1992-02-10,TLT,120.65415968655921
1992-02-11,TLT,120.53505920533584
1992-02-12,TLT,120.53505920533584
1992-02-13,TLT,119.46318196108496
1992-02-14,TLT,119.58220118203002
1992-02-18,TLT,118.7484616977872
1992-02-19,TLT,119.34400021958331
1992-02-20,TLT,119.70125651865438
1992-02-21,TLT,119.22482750700148
1992-02-24,TLT,118.98670780483305
1992-02-25,TLT,119.22482750700149
1992-02-26,TLT,118.74846169778725
1992-02-27,TLT,118.74846169778725
1992-02-28,TLT,123.18666334643189
1992-03-02,TLT,121.95718630688468
1992-03-03,TLT,121.83423950582196
1992-03-04,TLT,121.95718630688468
1992-03-05,TLT,121.46546230507238
1992-03-06,TLT,121.83423950582193
1992-03-09,TLT,122.32601768115308
1992-03-10,TLT,121.95718630688465
1992-03-11,TLT,121.34251550400963
1992-03-12,TLT,120.4819420700893
1992-03-13,TLT,120.23597623660534
1992-03-16,TLT,120.11303846446242
1992-03-17,TLT,120.604843726553
1992-03-18,TLT,120.8507553865181
1992-03-19,TLT,121.09662190188415
1992-03-20,TLT,120.11303846446242
1992-03-23,TLT,120.4819420700893
1992-03-24,TLT,121.46546230507238
1992-03-25,TLT,121.46546230507238
1992-03-26,TLT,120.8507553865181
1992-03-27,TLT,121.46546230507238
1992-03-30,TLT,121.34251550400963
1992-03-31,TLT,121.83729128071793
1992-04-01,TLT,122.57934208428279
1992-04-02,TLT,122.45574520099368
1992-04-03,TLT,122.95049389094255
1992-04-06,TLT,122.95049389094255
1992-04-07,TLT,122.82681574737512
1992-04-08,TLT,122.45574520099368
1992-04-09,TLT,123.32151929272497
1992-04-10,TLT,123.07413591883072
1992-04-13,TLT,123.56903810041639
1992-04-14,TLT,123.44538704360843
1992-04-15,TLT,123.32151929272501
1992-04-16,TLT,122.57934208428283
1992-04-20,TLT,121.3425335618493
1992-04-21,TLT,121.09517727471449
1992-04-22,TLT,121.09517727471449
1992-04-23,TLT,120.9714268997886
1992-04-24,TLT,121.21886444720171
1992-04-27,TLT,120.6003292666477
1992-04-28,TLT,121.0951772747145
1992-04-29,TLT,120.97142689978861
1992-04-30,TLT,121.75574207698747
1992-05-01,TLT,122.25378632266728
1992-05-04,TLT,122.00473259860804
1992-05-05,TLT,122.3782409533384
1992-05-06,TLT,122.75157775859236
1992-05-07,TLT,122.50256015021235
1992-05-08,TLT,123.74763013427268
1992-05-11,TLT,123.74763013427268
1992-05-12,TLT,124.24562923535343
1992-05-13,TLT,124.37016512630285
1992-05-14,TLT,124.12117460468228
1992-05-15,TLT,124.8681732563034
1992-05-18,TLT,124.61918273468282
1992-05-19,TLT,125.24150103263753
1992-05-20,TLT,124.74364639427375
1992-05-21,TLT,123.87208476494378
1992-05-22,TLT,124.49460169913431
1992-05-26,TLT,123.12523057603961
1992-05-27,TLT,123.3742391554998
1992-05-28,TLT,123.74763013427261
1992-05-29,TLT,125.0507921883952
1992-06-01,TLT,124.29887277547724
1992-06-02,TLT,124.6749001988348
1992-06-03,TLT,124.54972325457882
1992-06-04,TLT,124.54972325457882
1992-06-05,TLT,124.92536243438452
1992-06-08,TLT,124.92536243438452
1992-06-09,TLT,124.54972325457882
1992-06-10,TLT,124.29887277547724
1992-06-11,TLT,124.42423932704926
1992-06-12,TLT,124.800068114171
1992-06-15,TLT,124.9253624343845
1992-06-16,TLT,125.176167768887
1992-06-17,TLT,125.30139888666186
1992-06-18,TLT,125.55196946924929
1992-06-19,TLT,125.30139888666186
1992-06-22,TLT,125.176167768887
1992-06-23,TLT,124.92536243438448
1992-06-24,TLT,125.30139888666186
1992-06-25,TLT,125.9277892274512
1992-06-26,TLT,125.80250393615748
1992-06-29,TLT,125.9277892274512
1992-06-30,TLT,126.45735343219029
1992-07-01,TLT,126.96179918201591
1992-07-02,TLT,128.60071064822037
1992-07-06,TLT,128.85306895693034
1992-07-07,TLT,128.97899530153063
1992-07-08,TLT,128.97899530153063
1992-07-09,TLT,128.97899530153063
1992-07-10,TLT,128.348659322784
1992-07-13,TLT,127.97038369839355
1992-07-14,TLT,127.71810664996188
1992-07-15,TLT,128.47466692766255
1992-07-16,TLT,128.72684465797633
1992-07-17,TLT,127.97038369839355
1992-07-20,TLT,128.22252531302806
1992-07-21,TLT,128.09652673706927
1992-07-22,TLT,128.7268446579763
1992-07-23,TLT,129.98754370222903
1992-07-24,TLT,129.6094576851546
1992-07-27,TLT,130.11364159630568
1992-07-28,TLT,131.2483059489204
1992-07-29,TLT,131.5005197949134
1992-07-30,TLT,130.9963449126821
1992-07-31,TLT,131.41492563510766
1992-08-03,TLT,131.5417368138494
1992-08-04,TLT,132.0489544420569
1992-08-05,TLT,132.0489544420569
1992-08-06,TLT,131.79549460513002
1992-08-07,TLT,132.68323605876085
1992-08-10,TLT,133.19070649672304
1992-08-11,TLT,133.57132061134445
1992-08-12,TLT,133.57132061134445
1992-08-13,TLT,132.55661448733514
1992-08-14,TLT,132.81034519185633
1992-08-17,TLT,132.17588299675617
1992-08-18,TLT,132.81034519185636
1992-08-19,TLT,132.93703899464055
1992-08-20,TLT,133.19070649672307
1992-08-21,TLT,132.55661448733517
1992-08-24,TLT,131.4149256351077
1992-08-25,TLT,130.90750937066434
1992-08-26,TLT,131.28810542744617
1992-08-27,TLT,131.5417368138494
1992-08-28,TLT,131.5417368138494
1992-08-31,TLT,132.47325949964247
1992-09-01,TLT,132.9837275389818
1992-09-02,TLT,133.36682460655118
1992-09-03,TLT,133.36682460655118
1992-09-04,TLT,134.64296310368027
1992-09-08,TLT,135.66406170291557
1992-09-09,TLT,135.28104589562452
1992-09-10,TLT,135.40878705310678
1992-09-11,TLT,134.64296310368027
1992-09-14,TLT,134.89817455105043
1992-09-15,TLT,134.00482613821717
1992-09-16,TLT,133.87728361697074
1992-09-17,TLT,134.00482613821714
1992-09-18,TLT,134.00482613821714
1992-09-21,TLT,133.74961469084698
1992-09-22,TLT,132.47325949964247
1992-09-23,TLT,132.09055970454475
1992-09-24,TLT,132.8560947285373
1992-09-25,TLT,133.74961469084695
1992-09-28,TLT,133.87728361697071
1992-09-29,TLT,133.74961469084695
1992-09-30,TLT,134.27590139769475
1992-10-01,TLT,135.43127809235526
1992-10-02,TLT,135.0461585467483
1992-10-05,TLT,134.91786662515761
1992-10-06,TLT,133.89078185208777
1992-10-07,TLT,132.9922147236039
1992-10-08,TLT,133.37738844272974
1992-10-09,TLT,132.47883034316567
1992-10-12,TLT,132.60714935151577
1992-10-13,TLT,132.47883034316567
1992-10-14,TLT,132.73551350446496
1992-10-15,TLT,132.73551350446496
1992-10-16,TLT,132.47883034316567
1992-10-19,TLT,131.96528344217086
1992-10-20,TLT,130.80996092102916
1992-10-21,TLT,131.0666621401681
1992-10-22,TLT,131.32351685094378
1992-10-23,TLT,130.68159676807997
1992-10-26,TLT,130.68159676807997
1992-10-27,TLT,131.0666621401681
1992-10-28,TLT,130.80996092102916
1992-10-29,TLT,131.3235168509438
1992-10-30,TLT,131.74961866357168
1992-11-02,TLT,131.36202519393657
1992-11-03,TLT,131.62053219703768
1992-11-04,TLT,131.23300192984124
1992-11-05,TLT,131.3620251939366
1992-11-06,TLT,130.45802265572667
1992-11-09,TLT,130.45802265572667
1992-11-10,TLT,131.3620251939366
1992-11-11,TLT,131.62053219703768
1992-11-12,TLT,132.26626248406163
1992-11-13,TLT,132.26626248406163
1992-11-16,TLT,132.26626248406163
1992-11-17,TLT,132.26626248406163
1992-11-18,TLT,132.91216432056194
1992-11-19,TLT,132.52461599552586
1992-11-20,TLT,132.52461599552586
1992-11-23,TLT,132.1372121332068
1992-11-24,TLT,132.52461599552586
1992-11-25,TLT,132.39549341331258
