date,ticker,return
1990-01-02,TLT,0
1990-01-03,TLT,-0.0030209862794728926
1990-01-04,TLT,0
1990-01-05,TLT,-0.002019731276664549
1990-01-08,TLT,-0.0030365449849593107
1990-01-09,TLT,0
1990-01-10,TLT,0
1990-01-11,TLT,-0.0010163568277178348
1990-01-12,TLT,-0.005080576244497426
1990-01-15,TLT,-0.002042516543761308
1990-01-16,TLT,-0.005117338881001965
1990-01-17,TLT,0
1990-01-18,TLT,-0.009259954474119647
1990-01-19,TLT,0.0041537425672075745
1990-01-22,TLT,-0.0010340705524837235
1990-01-23,TLT,-0.006211588269875112
1990-01-24,TLT,-0.0031246462743891312
1990-01-25,TLT,-0.0031356582048239767
1990-01-26,TLT,-0.00838445471440552
1990-01-29,TLT,0.00211395551831961
1990-01-30,TLT,-0.00421984344994597
1990-01-31,TLT,0.01653405509889061
1990-02-01,TLT,0.0020977133410999826
1990-02-02,TLT,-0.005235356557971249
1990-02-05,TLT,-0.0031575396627901986
1990-02-06,TLT,-0.0031680114151459993
1990-02-07,TLT,0.0010600830032070352
1990-02-08,TLT,0.0031743372593417973
1990-02-09,TLT,0.01160259451340373
1990-02-12,TLT,-0.0062558139340553875
1990-02-13,TLT,0.0031470371667676744
1990-02-14,TLT,-0.0010460319243242866
1990-02-15,TLT,-0.005235356557971249
1990-02-16,TLT,-0.00105226328457797
1990-02-20,TLT,-0.015805642176751733
1990-02-21,TLT,0
1990-02-22,TLT,0.01070602897300077
1990-02-23,TLT,-0.0021191284663271137
1990-02-26,TLT,0.006370413514471762
1990-02-27,TLT,0.004218493426602077
1990-02-28,TLT,-0.0022195425054408746
1990-03-01,TLT,-0.006355576319408751
1990-03-02,TLT,0.0042634602195597004
1990-03-05,TLT,-0.0095532348679781
1990-03-06,TLT,0.005359071037448038
1990-03-07,TLT,0.0010652518652756182
1990-03-08,TLT,0.002131723372210903
1990-03-09,TLT,-0.006377710905629885
1990-03-12,TLT,0.0021398014328626314
1990-03-13,TLT,-0.009606279566618636
1990-03-14,TLT,0.00969945524534932
1990-03-15,TLT,-0.0010677106672191128
1990-03-16,TLT,0.007478559857738487
1990-03-19,TLT,-0.0021195834288513238
1990-03-20,TLT,0.009563181061747583
1990-03-21,TLT,-0.002104896459735217
1990-03-22,TLT,-0.001054854880680356
1990-03-23,TLT,0
1990-03-26,TLT,0.0021111900266315153
1990-03-27,TLT,-0.0010529981728948368
1990-03-28,TLT,0
1990-03-29,TLT,-0.009494720685143232
1990-03-30,TLT,0.0017168001589205062
1990-04-02,TLT,0
1990-04-03,TLT,0.0010704790861932878
1990-04-04,TLT,0.007486844292640349
1990-04-05,TLT,0
1990-04-06,TLT,0
1990-04-09,TLT,-0.0031846301997189297
1990-04-10,TLT,-0.0010647788667923486
1990-04-11,TLT,-0.001067506283402353
1990-04-12,TLT,-0.0032005961017638196
1990-04-16,TLT,-0.0032125661582228515
1990-04-17,TLT,-0.008592848909710349
1990-04-18,TLT,-0.009749516022658167
1990-04-19,TLT,-0.00109582493487681
1990-04-20,TLT,-0.004380409226999671
1990-04-23,TLT,-0.004399874957637717
1990-04-24,TLT,-0.0011049754868455164
1990-04-25,TLT,0.001106197808307341
1990-04-26,TLT,-0.005526527955559413
1990-04-27,TLT,-0.001108968262165999
1990-04-30,TLT,0.010643410371602657
1990-05-01,TLT,-0.0011085652160416348
1990-05-02,TLT,-0.0011108604666698607
1990-05-03,TLT,0.004445184937061919
1990-05-04,TLT,0.014381203550715815
1990-05-07,TLT,-0.0032722445853241577
1990-05-08,TLT,0.0032829873228148454
1990-05-09,TLT,-0.0065434427829499375
1990-05-10,TLT,0.006586541440000149
1990-05-11,TLT,0.013085458673583794
1990-05-14,TLT,0.007535459203195538
1990-05-15,TLT,-0.004273931617280513
1990-05-16,TLT,-0.002146325447219044
1990-05-17,TLT,0.0010753772379266113
1990-05-18,TLT,-0.007517774088246387
1990-05-21,TLT,0.001081603730300973
1990-05-22,TLT,0.007567478157660457
1990-05-23,TLT,0.003218645813902521
1990-05-24,TLT,-0.0010695330849946894
1990-05-25,TLT,-0.007493720132336734
1990-05-29,TLT,0.003235157257531318
1990-05-30,TLT,0.0032273510686942064
1990-05-31,TLT,0.010252264841199565
1990-06-01,TLT,0.011751581772845965
1990-06-04,TLT,0.004224865125928234
1990-06-05,TLT,-0.003155409137479026
1990-06-06,TLT,0
1990-06-07,TLT,0.0010554674603338032
1990-06-08,TLT,0
1990-06-11,TLT,-0.0010543546233372503
1990-06-12,TLT,0
1990-06-13,TLT,0.0063307945218396
1990-06-14,TLT,0.003144031053503804
1990-06-15,TLT,-0.007315252271115291
1990-06-18,TLT,-0.004210974356112618
1990-06-19,TLT,-0.0010563255182093334
1990-06-20,TLT,-0.005291062520739076
1990-06-21,TLT,0.003190399809503086
1990-06-22,TLT,0.0010615236354813984
1990-06-25,TLT,-0.007414802719265645
1990-06-26,TLT,0.003201260239678483
1990-06-27,TLT,0.003190399809503086
1990-06-28,TLT,0.004242144601087627
1990-06-29,TLT,0.011057295639940623
1990-07-02,TLT,0
1990-07-03,TLT,0.0010518122953835363
1990-07-05,TLT,-0.002100872043553137
1990-07-06,TLT,-0.009474008627126884
1990-07-09,TLT,-0.0031881470309151894
1990-07-10,TLT,-0.0021317705913620477
1990-07-11,TLT,0.002136324745628304
1990-07-12,TLT,0.004264550152927704
1990-07-13,TLT,0.0042468976676495185
1990-07-16,TLT,0
1990-07-17,TLT,0
1990-07-18,TLT,-0.0074002318830878044
1990-07-19,TLT,-0.0010650707464813225
1990-07-20,TLT,0.002132687837001823
1990-07-23,TLT,0
1990-07-24,TLT,-0.004255383024745152
1990-07-25,TLT,0.003204808840253648
1990-07-26,TLT,0.0010653456270939277
1990-07-27,TLT,0.005318221957966829
1990-07-30,TLT,0.009525053807690753
1990-07-31,TLT,0.0037990909057294964
1990-08-01,TLT,0.006309890547463892
1990-08-02,TLT,-0.011494450934709799
1990-08-03,TLT,-0.007400248071879223
1990-08-06,TLT,-0.02342878528810699
1990-08-07,TLT,-0.0032715955401496633
1990-08-08,TLT,-0.0010940178546555712
1990-08-09,TLT,0.00766726095761161
1990-08-10,TLT,-0.002174693977018971
1990-08-13,TLT,-0.0021777582362596526
1990-08-14,TLT,0.0010913488867028143
1990-08-15,TLT,0.0032717818921399466
1990-08-16,TLT,-0.01195700911595754
1990-08-17,TLT,-0.0021996015507468325
1990-08-20,TLT,0.001103120162662563
1990-08-21,TLT,-0.0011019046294485912
1990-08-22,TLT,-0.007718544024574281
1990-08-23,TLT,-0.007776399834089842
1990-08-24,TLT,-0.003360092817325633
1990-08-27,TLT,0.012359285314023305
1990-08-28,TLT,-0.0033296924700131347
1990-08-29,TLT,0.008909414514130631
1990-08-30,TLT,-0.0022084860638474924
1990-08-31,TLT,0.007355135892182174
1990-09-04,TLT,-0.0033189013557364255
1990-09-05,TLT,0.003329953141733011
1990-09-06,TLT,0.002212319426311282
1990-09-07,TLT,0.0033105452878701147
1990-09-10,TLT,-0.004400024409848102
1990-09-11,TLT,0.0022101568431589502
1990-09-12,TLT,0
1990-09-13,TLT,-0.0011024543800935982
1990-09-14,TLT,-0.0044145908899245745
1990-09-17,TLT,-0.0033272935395269876
1990-09-18,TLT,0.0011127375617800972
1990-09-19,TLT,0.002223189992082597
1990-09-20,TLT,-0.002218258382247429
1990-09-21,TLT,-0.007776735556026981
1990-09-24,TLT,-0.004479899577911506
1990-09-25,TLT,0.0033747106126733595
1990-09-26,TLT,0.0011215638260626548
1990-09-27,TLT,0.008957804543366255
1990-09-28,TLT,0.01497890549571701
1990-10-01,TLT,0.01101208816200061
1990-10-02,TLT,0
1990-10-03,TLT,-0.0010877464722318653
1990-10-04,TLT,0.004361050454229298
1990-10-05,TLT,0.002171880096344614
1990-10-08,TLT,-0.0032500299500934915
1990-10-09,TLT,-0.015217297178147904
1990-10-10,TLT,-0.005520242951295717
1990-10-11,TLT,-0.004437941445718296
1990-10-12,TLT,0.007803834581990632
1990-10-15,TLT,0.0044245108248386344
1990-10-16,TLT,0
1990-10-17,TLT,0.0033037191975950897
1990-10-18,TLT,0.006586882920566639
1990-10-19,TLT,0.0087235703269668
1990-10-22,TLT,-0.0010806062721050447
1990-10-23,TLT,-0.002165282205804364
1990-10-24,TLT,-0.0010847620616069031
1990-10-25,TLT,0.004343577312923896
1990-10-26,TLT,-0.0021623050773017516
1990-10-29,TLT,-0.006499877416753619
1990-10-30,TLT,0
1990-10-31,TLT,0.01164266203163078
1990-11-01,TLT,0.008685631451289089
1990-11-02,TLT,0
1990-11-05,TLT,0.006458670645867137
1990-11-06,TLT,0
1990-11-07,TLT,-0.006417223910170522
1990-11-08,TLT,-0.0032286603228660615
1990-11-09,TLT,0.01079967957341954
1990-11-12,TLT,0.007476923530428614
1990-11-13,TLT,0.002121372361052254
1990-11-14,TLT,0.002117324047814728
1990-11-15,TLT,-0.0021128504587289987
1990-11-16,TLT,0.006349671762129194
1990-11-19,TLT,-0.005257317828943453
1990-11-20,TLT,0.005285103296733151
1990-11-21,TLT,0.004207049947332786
1990-11-23,TLT,-0.0020946248642871312
1990-11-26,TLT,0.0031474356229879152
1990-11-27,TLT,-0.0020911238483185546
1990-11-28,TLT,-0.002097696845426822
1990-11-29,TLT,-0.0021006133917572667
1990-11-30,TLT,0.014202255181178458
1990-12-03,TLT,0.004178797516411814
1990-12-04,TLT,0
1990-12-05,TLT,0.0041620991712183475
1990-12-06,TLT,-0.0020732415097872714
1990-12-07,TLT,0.01661573333349442
1990-12-10,TLT,0.0040858286993881165
1990-12-11,TLT,0.0030515218028783764
1990-12-12,TLT,0.0030426594755743608
1990-12-13,TLT,-0.0070781147844791725
1990-12-14,TLT,-0.006108839071943595
1990-12-17,TLT,0.002048852178195615
1990-12-18,TLT,0.002045002625140402
1990-12-19,TLT,-0.0030615402815247217
1990-12-20,TLT,-0.004094022781140683
1990-12-21,TLT,-0.006166876516689901
1990-12-24,TLT,-0.006204541701165689
1990-12-26,TLT,0.005202818402142206
1990-12-27,TLT,0.005175287403012208
1990-12-28,TLT,-0.006178643729457423
1990-12-31,TLT,0.012208983708044574
1991-01-02,TLT,0.011340066295772111
1991-01-03,TLT,0.004078278191837814
1991-01-04,TLT,-0.007105905291882042
1991-01-07,TLT,-0.014316050863923846
1991-01-08,TLT,-0.005187403462289852
1991-01-09,TLT,-0.007299167756594227
1991-01-10,TLT,0.008403465444098757
1991-01-11,TLT,0
1991-01-14,TLT,-0.00312415784887643
1991-01-15,TLT,-0.0010445346990445303
1991-01-16,TLT,0
1991-01-17,TLT,0.018828789185452166
1991-01-18,TLT,0.006159341201796398
1991-01-21,TLT,-0.006121635957222593
1991-01-22,TLT,-0.0020548071632738862
1991-01-23,TLT,0.0030867753722483293
1991-01-24,TLT,0.0020510947503595833
1991-01-25,TLT,-0.006141026762184532
1991-01-28,TLT,0.0020604783520250525
1991-01-29,TLT,0.0020547158576820213
1991-01-30,TLT,-0.0030772765109008393
1991-01-31,TLT,0.008803516281825852
1991-02-01,TLT,0.012321186693350583
1991-02-04,TLT,0.0030426187624112977
1991-02-05,TLT,0.0030335549745696966
1991-02-06,TLT,0.0010074661499630544
1991-02-07,TLT,-0.00402778863976172
1991-02-08,TLT,0.0070775494733521516
1991-02-11,TLT,-0.0020070879327899194
1991-02-12,TLT,0.0010047792946896728
1991-02-13,TLT,0
1991-02-14,TLT,-0.003014276069881916
1991-02-15,TLT,0.0020165838837786776
1991-02-19,TLT,-0.0020125254573756246
1991-02-20,TLT,-0.004033002609172165
1991-02-21,TLT,-0.0020237547416205315
1991-02-22,TLT,-0.0030435326613351688
1991-02-25,TLT,0.0020350493499468048
1991-02-26,TLT,-0.008121419855026457
1991-02-27,TLT,-0.00102293418441457
1991-02-28,TLT,0.0029880120285949996
1991-03-01,TLT,-0.008221842636693455
1991-03-04,TLT,-0.001035891615209561
1991-03-05,TLT,0.0020739315987727824
1991-03-06,TLT,-0.001034819654206598
1991-03-07,TLT,0.00414500086317271
1991-03-08,TLT,-0.006191710086195346
1991-03-11,TLT,0.005191482417658211
1991-03-12,TLT,-0.002066036279704697
1991-03-13,TLT,0.0051766269498325634
1991-03-14,TLT,0.0010298257874548078
1991-03-15,TLT,-0.009259315880856822
1991-03-18,TLT,-0.0031158195207348083
1991-03-19,TLT,-0.007290876993411688
1991-03-20,TLT,0.004197619446537848
1991-03-21,TLT,0.003133650966704593
1991-03-22,TLT,0.0010428139811542447
1991-03-25,TLT,0.0010405414645309197
1991-03-26,TLT,0.0010389520253850648
1991-03-27,TLT,0.004154031452435536
1991-03-28,TLT,0.009059467278871747
1991-04-01,TLT,-0.0010328120818569042
1991-04-02,TLT,0.003099718412451047
1991-04-03,TLT,-0.0010290195676102565
1991-04-04,TLT,0.005154315618138172
1991-04-05,TLT,0
1991-04-08,TLT,0.0020510876063704053
1991-04-09,TLT,-0.003070747699711829
1991-04-10,TLT,-0.008213855623229738
1991-04-11,TLT,-0.0010352666150540424
1991-04-12,TLT,0.011399902114181293
1991-04-15,TLT,0.006146542568769453
1991-04-16,TLT,-0.001018234181345834
1991-04-17,TLT,0.00203813195113689
1991-04-18,TLT,-0.006102699574686454
1991-04-19,TLT,-0.007164277925716278
1991-04-22,TLT,-0.006186062357782629
1991-04-23,TLT,0.0020742408625702424
1991-04-24,TLT,0.006211515985067306
1991-04-25,TLT,-0.001029042114026879
1991-04-26,TLT,0.0020597046196708657
1991-04-29,TLT,-0.002055470956645822
1991-04-30,TLT,0.010782013234272636
1991-05-01,TLT,0.0020509154972394583
1991-05-02,TLT,0.0040939290076502655
1991-05-03,TLT,-0.008154556059021267
1991-05-06,TLT,-0.001027400681229862
1991-05-07,TLT,-0.00102878787978955
1991-05-08,TLT,0
1991-05-09,TLT,0.0010298473742862413
1991-05-10,TLT,-0.010287548237086108
1991-05-13,TLT,0.0031178602961450252
1991-05-14,TLT,-0.006218003709492881
1991-05-15,TLT,0
1991-05-16,TLT,0
1991-05-17,TLT,0.006256909194071625
1991-05-20,TLT,-0.0010365004309318415
1991-05-21,TLT,0.004148553668220645
1991-05-22,TLT,-0.0020652507373554174
1991-05-23,TLT,-0.003105201926267953
1991-05-24,TLT,0
1991-05-28,TLT,0.0020766384348605005
1991-05-29,TLT,0
1991-05-30,TLT,0.006217753990468422
1991-05-31,TLT,0.0026961832775915795
1991-06-03,TLT,-0.008273387438163082
1991-06-04,TLT,0.0010428009258507398
1991-06-05,TLT,-0.005208240706467859
